m1,m2,a1,a2,Dl_s,z_merger,alpha,beta,gamma,halo_density,d2N_dzdt,Dc_s,Da_s,Dc_l1,z_l1,Da_l1,Da_l1s,z_l2,Dc_l2,Da_l2,Da_l2s,SNR_LISAbeta,Detectable,Average_Detectability,Mean_SNR,Median_SNR
414776.0,341340.0,-0.420332,0.232917,91628.82795977197,8.79816,2.6285,1.89176,0.74335,5.94285e-06,6.348134305852659e-11,9351.636221471375,954.4277927153032,3894.858389052377,1.213572614187771,1759.5349498091214,556.9186299129242,0.5449271046537938,2095.3331302158576,1759.5349498091214,556.9186299129242,301.50479691025447,True,1.0,297.5787437129691,300.8844403996326
28429.0,6306.66,-0.995444,0.916508,198107.0606209136,17.4678,2.43437,1.71798,1.40135,2.00437e-05,2.8172384436305604e-10,10727.160821587497,580.8575369880275,9118.897047565872,7.955858133501615,1018.2047236592534,87.08475106043966,1.2707551025511632,4018.536616071001,1018.2047236592534,87.08475106043966,35.42548832765294,True,0.98,33.06204572445532,31.1535312429847
61778.0,37383.9,0.846909,0.267196,131309.7381473239,12.0866,0.842867,0.43351,0.710571,5.04287e-05,6.20146241422133e-10,10033.907825357534,766.7314524290139,7390.67286129312,4.084666472034876,1453.521662911663,201.9802668052997,3.542716482098553,6986.485031015577,1453.521662911663,201.9802668052997,186.49344912370185,True,1.0,181.6402843451257,172.37476307764106
461792.0,71182.9,0.874148,-0.925013,109937.44670798712,10.327,1.27856,0.810608,1.98331,5.94285e-06,6.838051843164183e-11,9705.786766839155,856.8717901332352,4105.294413159748,1.3119815527021714,1775.6605381025477,494.4373937392834,2.536107835059024,6009.455349276004,1775.6605381025477,494.4373937392834,500.5911074418528,True,1.0,382.1473790229454,376.18370883032816
33330.2,6787.16,0.113511,-0.552062,126675.17364820788,11.707,2.13888,0.542155,2.54328,3.08527e-05,3.745124520301543e-10,9968.928436940889,784.5225810136844,3864.3799844116415,1.1997583034009498,1756.729351252999,480.4083150778262,1.6881069014925294,4814.239354246931,1756.729351252999,480.4083150778262,54.85095919050175,True,0.99,54.42691638811302,51.74188373379235
30898.1,13037.2,-0.337637,0.527086,103393.2338561392,9.7831,2.78238,2.60745,0.745905,7.45521e-05,8.37207254340641e-10,9588.451730591314,889.2110553172386,6593.715135543786,3.0934910351739378,1610.780400940991,277.7250141151881,1.2797479593253045,4037.630558558643,1610.780400940991,277.7250141151881,80.15565979409898,True,1.0,78.61716926083332,74.17787948585445
8165.4,5194.97,0.481017,0.0175706,63864.36742325862,6.42657,1.91024,1.54678,0.412546,3.23763e-05,2.924448760312156e-10,8599.443272366465,1157.9293364724854,1925.7391089469768,0.4938571576897093,1289.105253937904,898.6253629543584,1.7936165594346631,4989.738522220417,1289.105253937904,898.6253629543584,43.968314389864176,True,0.98,43.58888196163091,41.56638155772222
32585.4,2245.61,-0.670523,0.669401,56064.23523543475,5.74432,2.51999,1.61713,1.30029,5.16856e-05,4.3625574529670645e-10,8312.8077012115,1232.5642468345957,5026.762248606858,1.816591016720947,1784.6972539282212,487.2315442076783,0.6770806862841763,2510.5282757947925,1784.6972539282212,487.2315442076783,42.770049187712566,True,0.98,42.29301925946638,40.7193722246568
142510.0,61966.4,-0.0512926,-0.400942,204959.2709541901,18.0123,0.634284,1.92071,1.81335,7.67588e-06,1.0896075999030876e-10,10780.351191291436,567.0198340701248,5656.76255687086,2.250969654171579,1740.02317568801,269.4881024165629,2.242300414068368,5645.357320927707,1740.02317568801,269.4881024165629,208.2338050924573,True,1.0,172.94279455757194,164.8468351211828
19595.0,8945.76,0.398775,0.0470584,63899.68566588264,6.42964,0.879649,0.141205,0.825191,3.23763e-05,2.9252652135838916e-10,8600.643593213485,1157.6124271449874,7515.932775659393,4.272025798841548,1425.625186394457,145.99776450321102,1.4884766444112727,4455.46381902764,1425.625186394457,145.99776450321102,75.83718021906846,True,1.0,75.46752417166518,71.62537488408967
